hpo_term_id,hpo_term_name,phecode,phecode_name
HP:0032792,Tonic seizure,345.11,Generalized convulsive epilepsy
HP:0032794,Myoclonic seizure,345,"Epilepsy, recurrent seizures, convulsions"
HP:0032934,Spontaneous cerebrospinal fluid leak,349,Other and unspecified disorders of the nervous system
HP:0032967,Panacinar emphysema,496.1,Emphysema
HP:0032988,Persistent head lag,315,Develomental delays and disorders
HP:0033001,Laryngeal papilloma,212,Benign neoplasm of respiratory and intrathoracic organs
HP:0033004,Palmar warts,078,Viral warts & HPV
HP:0033005,Plantar warts,078,Viral warts & HPV
HP:0033026,White oral mucosal macule,528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
HP:0033044,Motor regression,264.9,"Lack of normal physiological development, unspecified"
HP:0033050,Pharyngalgia,478,Throat pain
HP:0033087,Quotidian fever,783,Fever of unknown origin
HP:0033122,Absent P wave,426.7,Abnormal electrocardiogram [ECG] [EKG]
HP:0033149,Intrahepatic bile duct dilatation,575.8,Other disorders of biliary tract
HP:0033165,Necrotizing enterocolitis,656.6,Perinatal disorders of digestive system
HP:0033176,Submandibular lymph node enlargement,289.4,Lymphadenitis
HP:0033186,Misalignment of the pulmonary veins,747.13,Congenital anomalies of great vessels
HP:0033188,Cystic acne,706.1,Acne
HP:0033190,Hypertrichotic hyperpigmented patch,694.2,Other dyschromia
HP:0033194,Perioral erythema,695.3,Rosacea
HP:0033196,Portal inflammation,070.9,Hepatitis NOS
HP:0033208,Alveolar capillary dysplasia,504,Other alveolar and parietoalveolar pneumonopathy
HP:0033256,Pancolitis,555.2,Ulcerative colitis
HP:0033260,Livedo racemosa,782.6,Pallor and flushing
HP:0033261,Renal artery aneurysm,442.8,Aneurysm of other specified artery
HP:0033279,Enterocutaneous fistula,569,Other disorders of intestine
HP:0033280,Paratracheal lymphadenopathy,289.4,Lymphadenitis
HP:0033351,Candida esophagitis,112,Candidiasis
HP:0040009,Hyperparakeratosis,701.1,"Keratoderma, acquired"
HP:0040019,Finger clinodactyly,755.3,Congenital anomaly of fingers/toes
HP:0040022,Clinodactyly of the 2nd finger,755.3,Congenital anomaly of fingers/toes
HP:0040024,Clinodactyly of the 3rd finger,755.3,Congenital anomaly of fingers/toes
HP:0040042,Aplasia of the eccrine sweat glands,705,Disorders of sweat glands
HP:0040049,Macular edema,362.9,Retinal edema
HP:0040075,Hypopituitarism,253.2,Pituitary hypofunction
HP:0040078,Axonal degeneration,356,Hereditary and idiopathic peripheral neuropathy
HP:0040079,Irregular dentition,520.1,Hereditary disturbances in tooth structure
HP:0040089,Abnormal natural killer cell count,288,Diseases of white blood cells
HP:0040126,Abnormal vitamin B12 level,281.12,Other vitamin B12 deficiency anemia
HP:0040131,Abnormal motor nerve conduction velocity,781,Symptoms involving nervous and musculoskeletal systems
HP:0040137,Comedonal acne,706.1,Acne
HP:0040139,Lipogranulomatosis,277.5,Other disorders of lipoid metabolism
HP:0040140,Degeneration of the striatum,333.8,Other degenerative diseases of the basal ganglia
HP:0040148,Cortical myoclonus,333.2,Myoclonus
HP:0040154,Acne inversa,705.3,Hidradenitis
HP:0040160,Generalized osteoporosis,743,"Osteoporosis, osteopenia and pathological fracture"
HP:0040162,Orthokeratosis,701,Other hypertrophic and atrophic conditions of skin
HP:0040171,Decreased serum testosterone level,257.1,Testicular hypofunction
HP:0040185,Macrothrombocytopenia,287.3,Thrombocytopenia
HP:0040186,Maculopapular exanthema,687.1,Rash and other nonspecific skin eruption
HP:0040187,Neonatal sepsis,657,Infections specific to the perinatal period
HP:0040189,Scaling skin,939,Atopic/contact dermatitis due to other or unspecified
HP:0040196,Mild microcephaly,752.2,Other specified congenital anomalies of nervous system
HP:0040197,Encephalomalacia,348.9,"Other conditions of brain, NOS"
HP:0040198,Non-medullary thyroid carcinoma,193,Thyroid cancer
HP:0040218,Reduced natural killer cell count,288,Diseases of white blood cells
HP:0040219,Absent natural killer cells,288,Diseases of white blood cells
HP:0040223,Pulmonary hemorrhage,516.1,Hemoptysis
HP:0040264,Jaw pain,526,Diseases of the jaws
HP:0040270,Decreased glucose tolerance,250.41,Impaired fasting glucose
HP:0040278,Prolactinoma,253.1,Pituitary hyperfunction
HP:0040288,Nasogastric tube feeding,1002,"Symptoms concerning nutrition, metabolism, and development"
HP:0040289,Cyclic neutropenia,288.11,Neutropenia
HP:0040303,Decreased serum iron,280,Iron deficiency anemias
HP:0040309,Increased size of the mandible,526.3,Anomalies of jaw size/symmetry
HP:0040310,Sterile arthritis,714,Rheumatoid arthritis and other inflammatory polyarthropathies
HP:0040313,Oligoarthritis,714,Rheumatoid arthritis and other inflammatory polyarthropathies
HP:0040314,Blind vagina,751.11,Congenital anomalies of female genital organs
HP:0040318,Red urine,598,Abnormal findings on examination of urine
HP:0040319,Dark urine,598,Abnormal findings on examination of urine
HP:0040334,Purulent rhinitis,472,Chronic pharyngitis and nasopharyngitis
HP:0045005,Neural tube defect,752.1,Neural tube defects
HP:0045014,Hypolipidemia,277.51,Lipoprotein disorders
HP:0045028,Type III lissencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0045054,Brachial plexus neuropathy,353.1,Nerve plexus lesions
HP:0045059,Hyperkeratotic papule,695,Erythematous conditions
HP:0100008,Schwannoma,225.1,"Benign neoplasm of brain, cranial nerves, meninges"
HP:0100014,Epiretinal membrane,362.26,Macular puckering of retina
HP:0100018,Nuclear cataract,366.1,Nonsenile Cataract
HP:0100019,Cortical cataract,366,Cataract
HP:0100021,Cerebral palsy,343,Infantile cerebral palsy
HP:0100022,Abnormality of movement,350.1,Abnormal involuntary movements
HP:0100023,Recurrent hand flapping,350.1,Abnormal involuntary movements
HP:0100026,Arteriovenous malformation,747,Cardiac and circulatory congenital anomalies
HP:0100027,Recurrent pancreatitis,577.2,Chronic pancreatitis
HP:0100028,Ectopic thyroid,242,Thyrotoxicosis with or without goiter
HP:0100033,Tics,313.2,Tics and stuttering
HP:0100034,Motor tics,313.2,Tics and stuttering
HP:0100035,Phonic tics,313.2,Tics and stuttering
HP:0100242,Sarcoma,170.2,Cancer of connective tissue
HP:0100244,Fibrosarcoma,170.2,Cancer of connective tissue
HP:0100245,Desmoid tumors,199,Neoplasm of uncertain behavior
HP:0100246,Osteoma,213,Benign neoplasm of bone and articular cartilage
HP:0100247,Recurrent singultus,513.8,Disorders of diaphragm
HP:0100248,Hemiballismus,350.1,Abnormal involuntary movements
HP:0100250,Meningeal calcification,348.9,"Other conditions of brain, NOS"
HP:0100252,Diaphyseal dysplasia,756.5,Congenital osteodystrophies
HP:0100255,Metaphyseal dysplasia,749.2,Congenital anomalies of skull and face bones
HP:0100257,Ectrodactyly,755.3,Congenital anomaly of fingers/toes
HP:0100258,Preaxial polydactyly,755.3,Congenital anomaly of fingers/toes
HP:0100259,Postaxial polydactyly,755.3,Congenital anomaly of fingers/toes
HP:0100260,Mesoaxial polydactyly,755.3,Congenital anomaly of fingers/toes
HP:0100263,Distal symphalangism,755.3,Congenital anomaly of fingers/toes
HP:0100264,Proximal symphalangism,755.3,Congenital anomaly of fingers/toes
HP:0100266,Synostosis of carpals/tarsals,755.3,Congenital anomaly of fingers/toes
HP:0100274,Gustatory lacrimation,375.2,Epiphora
HP:0100275,Diffuse cerebellar atrophy,334.1,Spinocerebellar disease
HP:0100279,Ulcerative colitis,555.2,Ulcerative colitis
HP:0100280,Crohn's disease,555.1,Regional enteritis
HP:0100295,Muscle fiber atrophy,772.1,Muscular wasting and disuse atrophy
HP:0100315,Lewy bodies,290.12,Dementia with cerebral degenerations
HP:0100324,Scleroderma,701.3,Circumscribed scleroderma
HP:0100327,Cow milk allergy,930,Allergic reaction to food
HP:0100333,Unilateral cleft lip,749.1,Cleft palate
HP:0100336,Bilateral cleft lip,749.1,Cleft palate
HP:0100348,Contracture of the proximal interphalangeal joint of the 2nd toe,739,Contracture of joint
HP:0100349,Contracture of the proximal interphalangeal joint of the 3rd toe,739,Contracture of joint
HP:0100380,Aplasia of the distal phalanx of the 5th toe,755.3,Congenital anomaly of fingers/toes
HP:0100490,Camptodactyly of finger,755.3,Congenital anomaly of fingers/toes
HP:0100499,Tibial deviation of toes,755.3,Congenital anomaly of fingers/toes
HP:0100502,Vitamin B12 deficiency,261.2,Vitamin B-complex deficiencies
HP:0100504,Vitamin B2 deficiency,261.2,Vitamin B-complex deficiencies
HP:0100507,Folate deficiency,261.2,Vitamin B-complex deficiencies
HP:0100512,Vitamin D deficiency,261.4,Vitamin D deficiency
HP:0100513,Vitamin E deficiency,261,Vitamin deficiency
HP:0100515,Pollakisuria,599.5,Frequency of urination and polyuria
HP:0100518,Dysuria,599.3,Dysuria
HP:0100519,Anuria,599.6,Oliguria and anuria
HP:0100523,Liver abscess,571.8,Liver abscess and sequelae of chronic liver disease
HP:0100528,Pleuropulmonary blastoma,165,Cancer within the respiratory system
HP:0100534,Episcleritis,379.1,Scleritis and episcleritis
HP:0100539,Periorbital edema,242.3,Exophthalmos
HP:0100540,Palpebral edema,374,Other disorders of eyelids
HP:0100543,Cognitive impairment,292.2,Mild cognitive impairment
HP:0100545,Arterial stenosis,447.1,Stricture of artery
HP:0100546,Carotid artery stenosis,433.1,Occlusion and stenosis of precerebral arteries
HP:0100550,Tendon rupture,727.6,"Rupture of tendon, nontraumatic"
HP:0100556,Hemiatrophy,755,Congenital anomalies of limbs
HP:0100559,Lower limb asymmetry,736.6,Unequal leg length (acquired)
HP:0100570,Carcinoid tumor,209,Neuroendocrine tumors
HP:0100582,Nasal polyposis,471,Nasal polyps
HP:0100583,Corneal perforation,370.1,Corneal ulcer
HP:0100585,Telangiectasia of the skin,448,Disease of capillaries
HP:0100598,Pulmonary edema,503,Pulmonary congestion and hypostasis
HP:0100602,Preeclampsia,642.1,Preeclampsia and eclampsia
HP:0100611,Multiple glomerular cysts,580.12,Non-proliferative glomerulonephritis
HP:0100614,Myositis,770,Myalgia and myositis unspecified
HP:0100615,Ovarian neoplasm,184.11,Malignant neoplasm of ovary
HP:0100621,Dysgerminoma,184.11,Malignant neoplasm of ovary
HP:0100625,Enlarged thorax,756.2,Pectus and other congenital anomalies of ribs/sternum
HP:0100633,Esophagitis,530.1,"Esophagitis, GERD and related diseases"
HP:0100645,Cystocele,618.1,Prolapse of vaginal walls
HP:0100646,Thyroiditis,245,Thyroiditis
HP:0100651,Type I diabetes mellitus,250.1,Type 1 diabetes
HP:0100658,Cellulitis,681,Superficial cellulitis and abscess
HP:0100660,Dyskinesia,333.4,Torsion dystonia
HP:0100665,Angioedema,946,Anaphylactic shock NOS
HP:0100682,Tracheal atresia,748,"Anomalies of respiratory system, congenital"
HP:0100693,Iridodonesis,379.5,Disorders of iris and ciliary body
HP:0100694,Tibial torsion,736,Other acquired deformities of limbs
HP:0100697,Neurofibrosarcoma,170.2,Cancer of connective tissue
HP:0100699,Scarring,701.2,Scar conditions and fibrosis of skin
HP:0100702,Arachnoid cyst,348.4,Cerebral cysts
HP:0100703,Tongue thrusting,350.1,Abnormal involuntary movements
HP:0100704,Cortical visual impairment,377,Disorders of optic nerve and visual pathways
HP:0100710,Impulsivity,312.3,Impulse control disorder
HP:0100716,Self-injurious behavior,300,Anxiety disorders
HP:0100718,Uterine rupture,635,Hemorrhage during pregnancy; childbirth and postpartum
HP:0100719,Lens coloboma,753,Congenital anomalies of the eye
HP:0100720,Hypoplasia of the ear cartilage,749,Congenital anomalies of face and neck
HP:0100721,Mediastinal lymphadenopathy,289.4,Lymphadenitis
HP:0100723,Gastrointestinal stroma tumor,199,Neoplasm of uncertain behavior
HP:0100724,Hypercoagulability,286.8,Hypercoagulable state
HP:0100725,Lichenification,695.7,Prurigo and Lichen
HP:0100726,Kaposi's sarcoma,230,Kaposi's sarcoma
HP:0100727,Histiocytosis,277,Other disorders of metabolism
HP:0100732,Pancreatic fibrosis,577,Diseases of pancreas
HP:0100743,Neoplasm of the rectum,153.3,"Malignant neoplasm of rectum, rectosigmoid junction, and anus"
HP:0100749,Chest pain,418,Nonspecific chest pain
HP:0100750,Atelectasis,508,Pulmonary collapse; interstitial and compensatory emphysema
HP:0100753,Schizophrenia,295.1,Schizophrenia
HP:0100758,Gangrene,791,Gangrene
HP:0100759,Clubbing of fingers,781,Symptoms involving nervous and musculoskeletal systems
HP:0100768,Choriocarcinoma,184.1,Malignant neoplasm of ovary and other uterine adnexa
HP:0100769,Synovitis,727.1,Synovitis and tenosynovitis
HP:0100770,Hyperperistalsis,564,Functional digestive disorders
HP:0100776,Recurrent pharyngitis,472,Chronic pharyngitis and nasopharyngitis
HP:0100777,Exostoses,726.4,Calcaneal spur; Exostosis NOS
HP:0100783,Breast aplasia,612,"Breast conditions, congenital or relating to hormones"
HP:0100785,Insomnia,327.4,Insomnia
HP:0100786,Hypersomnia,327.1,Hypersomnia
HP:0100787,Prostate neoplasm,185,Cancer of prostate
HP:0100789,Torus palatinus,526.8,Exostosis of jaw
HP:0100790,Hernia,550,Abdominal hernia
HP:0100792,Acantholysis,702,Degenerative skin conditions and other dermatoses
HP:0100796,Orchitis,601.3,Orchitis and epididymitis
HP:0100797,Toenail dysplasia,703,"Diseases of nail, NOS"
HP:0100806,Sepsis,994.2,Sepsis
HP:0100814,Blue nevus,217.1,"Nevus, non-neoplastic"
HP:0100817,Renovascular hypertension,401.22,Hypertensive chronic kidney disease
HP:0100820,Glomerulopathy,580,Nephritis; nephrosis; renal sclerosis
HP:0100827,Lymphocytosis,288,Diseases of white blood cells
HP:0100829,Galactorrhea,612.1,Galactorrhea
HP:0100832,Vitreous floaters,379.2,Disorders of vitreous body
HP:0100838,Recurrent cutaneous abscess formation,681,Superficial cellulitis and abscess
HP:0100842,Septo-optic dysplasia,752.2,Other specified congenital anomalies of nervous system
HP:0100858,Dilatation of celiac artery,442.8,Aneurysm of other specified artery
HP:0100867,Duodenal stenosis,537,Other disorders of stomach and duodenum
HP:0100869,Palmar telangiectasia,448,Disease of capillaries
HP:0100951,Enlarged fossa interpeduncularis,348.9,"Other conditions of brain, NOS"
HP:0100954,Open operculum,752.2,Other specified congenital anomalies of nervous system
HP:0200008,Intestinal polyposis,211,Benign neoplasm of other parts of digestive system
HP:0200016,Acrokeratosis,691,Congenital anomalies of skin
HP:0200020,Corneal erosion,364.4,Corneal degenerations
HP:0200022,Choroid plexus papilloma,191.11,Cancer of brain
HP:0200023,Priapism,604,Disorders of penis
HP:0200025,Mandibular pain,526,Diseases of the jaws
HP:0200026,Ocular pain,379.9,"Pain, swelling or discharge of eye"
HP:0200029,Vasculitis in the skin,694.3,Vascular disorders of skin
HP:0200030,Punctate vasculitis skin lesions,694.3,Vascular disorders of skin
HP:0200032,Kayser-Fleischer ring,364,Corneal opacity and other disorders of cornea
HP:0200034,Papule,689,Disorder of skin and subcutaneous tissue NOS
HP:0200035,Skin plaque,696,Psoriasis and related disorders
HP:0200036,Skin nodule,687.2,"Localized superficial swelling, mass, or lump"
HP:0200039,Pustule,686,Other local infections of skin and subcutaneous tissue
HP:0200040,Epidermoid cyst,706.2,Sebaceous cyst
HP:0200041,Skin erosion,689,Disorder of skin and subcutaneous tissue NOS
HP:0200042,Skin ulcer,707,Chronic ulcer of skin
HP:0200043,Verrucae,078,Viral warts & HPV
HP:0200044,Porokeratosis,938.2,Chronic dermatitis due to solar radiation
HP:0200049,Upper limb hypertonia,772.2,Spasm of muscle
HP:0200056,Macular scar,363.3,Chorioretinal scars
HP:0200057,Marcus Gunn pupil,377.3,Optic neuritis/neuropathy
HP:0200063,Colorectal polyposis,208,Benign neoplasm of colon
HP:0200065,Chorioretinal degeneration,753.2,Congenital anomalies of posterior segment of eye
HP:0200067,Recurrent spontaneous abortion,634,Miscarriage; stillbirth
HP:0200068,Nonprogressive visual loss,367.9,Blindness and low vision
HP:0200070,Peripheral retinal atrophy,362.6,Peripheral retinal degenerations
HP:0200071,Peripheral vitreoretinal degeneration,362.3,Other nondiabetic retinopathy
HP:0200072,Episodic quadriplegia,344,Other paralytic syndromes
HP:0200073,Respiratory insufficiency due to defective ciliary clearance,509,"Respiratory failure, insufficiency, arrest"
HP:0200084,Giant cell hepatitis,656.8,Perinatal jaundice
HP:0200085,Limb tremor,333.1,Essential tremor
HP:0200094,Frontal open bite,524.3,Anomalies of tooth position/malocclusion
